Time,From Peer,To Peer,Event Type
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
90,SEED-1,PEER-1,Unchoke
90,SEED-1,PEER-2,Unchoke
90,SEED-1,PEER-3,Unchoke
90,SEED-1,PEER-4,Choke
90,SEED-1,PEER-5,Choke
90,PEER-1,SEED-1,Choke
90,PEER-1,PEER-2,Choke
90,PEER-1,PEER-3,Choke
90,PEER-1,PEER-4,Choke
90,PEER-1,PEER-5,Choke
90,PEER-2,SEED-1,Choke
90,PEER-2,PEER-1,Choke
90,PEER-2,PEER-3,Choke
90,PEER-2,PEER-4,Choke
90,PEER-2,PEER-5,Choke
90,PEER-3,SEED-1,Choke
90,PEER-3,PEER-1,Choke
90,PEER-3,PEER-2,Choke
90,PEER-3,PEER-4,Choke
90,PEER-3,PEER-5,Choke
90,PEER-4,SEED-1,Choke
90,PEER-4,PEER-1,Choke
90,PEER-4,PEER-2,Choke
90,PEER-4,PEER-3,Choke
90,PEER-4,PEER-5,Choke
90,PEER-5,SEED-1,Choke
90,PEER-5,PEER-1,Choke
90,PEER-5,PEER-2,Choke
90,PEER-5,PEER-3,Choke
90,PEER-5,PEER-4,Choke
